Indice_prediccion,id_documento,Categoria_real,Categoria_predicha,Texto,Prediccion_correcta,Puntuacion_maxima,Margen_decision,Categoria_recalculada,Segunda_categoria,Puntuacion_ganadora,Puntuacion_segunda,Margen_decision_recalculado
562,4418,cloud,cloud,building enterprise aws networks: a complete guide to vpc sharing transit gateway private nat gateway and aws organizations building enterprise aws networks: a complete guide to vpc sharing transit gateway private nat gateway and aws organizations introduction in modern enterprise cloud architectures organizations increasingly adopt.,True,2.595794954901465,4.157161906514971,cloud,frontend,2.595794954901465,-1.5613669516135058,4.157161906514971
563,553,datascience,datascience,sec form 4 insider buying 2026-07-17: the notable director officer purchases sec form 4 insider buying 2026-07-17: the notable director officer purchases every insider buy and sell reported to the sec on 2026-07-17 parsed from primary edgar filings into. sec 2026-07-17 edgar sec 2026-07-17 edgar,True,0.0170307806492399,0.3621890702120489,datascience,cloud,0.017030780649239907,-0.345158289562809,0.3621890702120489
564,1182,cloud,cloud,your cloud migration succeeded. so why aren t you seeing the benefits your cloud migration succeeded. so why aren t you seeing the benefits for many organizations cloud migration is considered a major milestone. applications have been.,True,1.64144826219965,3.024837753033286,cloud,backend,1.64144826219965,-1.383389490833636,3.024837753033286
565,4117,backend,datascience,data entities: structure and purpose data entities: structure and purpose introduction dynamics 365 finance operations stores business data in a highly normalized. operations introduction dynamics 365 finance operations introduction dynamics 365 finance,False,-0.1502298591831503,0.1306260215683961,datascience,cloud,-0.15022985918315035,-0.28085588075154644,0.1306260215683961
566,3564,frontend,frontend,day 130 of learning mern stack day 130 of learning mern stack hello dev community it is officially day 130 of my software engineering marathon today i.,True,1.0976495314417587,1.9119007161232904,frontend,backend,1.0976495314417587,-0.8142511846815317,1.9119007161232904
567,3406,backend,backend,designing a real-time leaderboard with redis sorted sets designing a real-time leaderboard with redis sorted sets why a redis sorted set is the natural fit for a leaderboard and how the my-rank query changes everything at scale. covers ranking sharding and the approximate-rank trick.,True,0.9164643719615148,1.718485313203014,backend,frontend,0.9164643719615148,-0.8020209412414994,1.718485313203014
568,1956,cloud,cloud,best file hosting sharing services for easy collaboration best file hosting sharing services for easy collaboration are you looking into best file hosting sharing services for easy coll here s a quick overview.,True,1.7429817176868916,2.902066740134166,cloud,backend,1.7429817176868916,-1.1590850224472746,2.902066740134166
569,3182,backend,backend,the comma-ok idiom in go: one pattern four places it shows up the comma-ok idiom in go: one pattern four places it shows up one two-value pattern shows up in map lookups type assertions channel receives and range. learn where the ok half saves you from a class of go bugs. half half,True,1.2705941428371417,2.5169051394234,backend,frontend,1.2705941428371417,-1.2463109965862582,2.5169051394234
570,2049,cloud,cloud,busting the 200k google books exploit: securing multi-tenant cloud workspaces against catastrophic session/cache leaks 2025 edition busting the 200k google books exploit: securing multi-tenant cloud workspaces against catastrophic session/cache leaks 2025 edition uncover the google books session/cache leak exploit and learn actionable strategies to secure multi-tenant cloud workspaces against 200k+ breaches in 2025. 200k+ 200k+,True,2.099374337952794,3.676983396720139,cloud,datascience,2.099374337952794,-1.577609058767345,3.676983396720139
571,1128,frontend,backend,how to keep your website fast when using custom fonts how to keep your website fast when using custom fonts custom fonts look great but they can easily slow down your website if they aren t optimized. large.,False,-0.2689367411332758,0.539638719073954,backend,datascience,-0.2689367411332758,-0.8085754602072298,0.539638719073954
572,2590,cloud,frontend,how i shipped 4 ios apps from a windows pc without ever touching a mac how i shipped 4 ios apps from a windows pc without ever touching a mac a year ago i d never shipped a mobile app. today i have four live on the app store and i built and. a year ago the app store a year ago the app store,False,0.2412437122993119,0.8619697064323084,frontend,cloud,0.24124371229931196,-0.6207259941329965,0.8619697064323084
573,2733,backend,cloud,when to move your app from shared hosting to cloud vps when to move your app from shared hosting to cloud vps moving your app from shared hosting to cloud vps is the right call the moment your traffic vps vps,False,1.6551283399163452,3.1159373642493087,cloud,backend,1.6551283399163452,-1.4608090243329634,3.1159373642493087
574,3062,datascience,datascience,top skills you can improve through machine learning competitions top skills you can improve through machine learning competitions machine learning is no longer limited to academic research or large technology companies. today,True,1.130068270060559,2.097244258116449,datascience,cloud,1.130068270060559,-0.9671759880558901,2.097244258116449
575,4533,cloud,cloud,how to add qr code signatures to powerpoint using java rest api how to add qr code signatures to powerpoint using java rest api adding qr code signatures to your pptx files isn t as complicated as it sounds. with the right tools,True,1.0301864690422535,1.8828497908642845,cloud,backend,1.0301864690422535,-0.8526633218220309,1.8828497908642845
576,2836,datascience,datascience,your pipeline is 26.4h behind: catching energy sentiment leads with pulsebit your pipeline is 26.4h behind: catching energy sentiment leads with pulsebit your pipeline is 26.4h behind: catching energy sentiment leads with pulsebit we just. 26.4h 26.4h,True,1.5267261852287608,2.9002557432354945,datascience,frontend,1.5267261852287608,-1.3735295580067337,2.9002557432354945
577,2088,frontend,frontend,building pwas: offline-first web apps like a jedi building pwas: offline-first web apps like a jedi the quest begins the why ever opened a web app on a spotty train ride and watched it.,True,0.8253431624948903,2.095551062513724,frontend,datascience,0.8253431624948903,-1.2702079000188335,2.095551062513724
578,1907,backend,backend,you might not need redis: a db table and your filesystem do more than you think you might not need redis: a db table and your filesystem do more than you think had yet another conversation yesterday with a team burning themselves on a redis cache. redis yesterday redis yesterday,True,1.3148089439431585,2.4468950653310797,backend,frontend,1.3148089439431585,-1.1320861213879208,2.4468950653310793
579,1367,datascience,datascience,how i built a real-time sports stats tracker: erling haaland fires norway into last 16 with dramatic winner against côte how i built a real-time sports stats tracker: erling haaland fires norway into last 16 with dramatic winner against côte how i built a real-time sports stats tracker: erling haaland fires norway into last 16 with. norway last 16 haaland norway last 16 haaland,True,1.2443768209405026,2.1748917797428837,datascience,backend,1.2443768209405026,-0.9305149588023806,2.1748917797428833
580,3551,frontend,cloud,mounting your first application mounting your first application project code: the mount function is the entry point of every euv. code code,False,-0.2818131330143181,0.0937645950093366,cloud,frontend,-0.28181313301431815,-0.37557772802365474,0.0937645950093366
581,3106,frontend,frontend,profiling node.js applications: finding and fixing performance bottlenecks profiling node.js applications: finding and fixing performance bottlenecks profiling node.js applications: finding and fixing performance bottlenecks node.js is. node.js node.js,True,-0.0928124746509685,0.3314268953400357,frontend,backend,-0.09281247465096853,-0.42423936999100426,0.3314268953400357
582,4504,datascience,datascience,holt-winters forecasting in excel: trend + seasonality explained holt-winters forecasting in excel: trend + seasonality explained if you forecast anything with both a trend and a repeating seasonal pattern-monthly sales web. monthly monthly,True,0.97909131720977,1.929317752325032,datascience,backend,0.9790913172097699,-0.9502264351152621,1.929317752325032
583,3855,cloud,backend,save for your family/friends/religious group/co-workers save for your family/friends/religious group/co-workers hello-if you are an it professional/amateur practitioner in canada where this tip is coming from canada canada,False,0.0517329381523451,0.7622901217468946,backend,frontend,0.05173293815234514,-0.7105571835945494,0.7622901217468946
